imageNumber,releaseNumber,title,saveType,romSize,publisher,location,sourceRom,language,im1CRC,im2CRC,comment,duplicateID
1307,1307,Power Pro Kun Pocket 6,Sram_v112,8388608,Konami,7,Rising Sun,256,B133CB69,17E01F6A,[Table],0
1308,1308,Yu Yu Hakusho - Spirit Detective,Eeprom_v122,8388608,Atari,1,Mode 7,2,C90D4F35,CDBCCDFF,[Table],387
1309,1309,Sonic Battle,Flash512_v131,16777216,Sega,7,Eurasia,258,CEA2D33F,F2485F2A,[Table],388
1310,1310,Pazunin - Uminin no Puzzle de Nimu,Eeprom_v122,4194304,Metro3D,7,Rising Sun,256,F873F9B9,D6CDF02A,[Table],345
1311,1311,Deutschland sucht den Superstar,None,16777216,Codemasters,2,Rising Sun,64,975FEFD8,3E2399B5,[Table],382
1312,1312,"Sims, The - Bustin' Out",Eeprom_v124,16777216,Electronic Arts,16,Mode 7,4307,36D9E803,1D9EEB63,[Table],389
1313,1313,Activision Anthology,Eeprom_v122,8388608,Activision,1,Eurasia,2,D3C288BC,5D8A1DE0,[Table],0
1314,1314,Ultimate Winter Games,None,8388608,Telegames,1,Eurasia,2,AF1D469D,203AF3F7,[Table],0
1315,1315,Game & Watch Gallery 4,Sram_F_v102,4194304,Nintendo,1,EvlStar,2,7412A10E,C2F670AA,[Table],213
1316,1316,Koinu-Chan no Hajimete no Osanpo - Koinu no Kokoro Ikusei Game,Eeprom_v122,4194304,TDK,7,Rising Sun,256,4BA99433,DA90A0D5,[Table],0
1317,1317,Cinnamoroll Kokoniiruyo,Eeprom_v124,4194304,Imagineer,7,Rising Sun,256,4BFAE50B,1C656AAB,[Table],0
1318,1318,Sitting Ducks,None,4194304,LSP,0,Rising Sun,4307,A9C5186A,90A62719,[Table],390
1319,1319,Rockman EXE 4 - Tournament Blue Moon,Sram_v113,8388608,Capcom,7,Eurasia,256,A7B2F551,ABDCF032,[Table],391
1320,1320,Rockman EXE 4 - Tournament Red Sun,Sram_v113,8388608,Capcom,7,Eurasia,256,1CCB0DBA,3C28E1DD,[Table],392
1321,1321,Peter Pan - The Motion Picture Event,Eeprom_v122,4194304,Atari,1,Mode 7,2,05236E9F,20051CB1,[Table],393
1322,1322,Cardcaptor Sakura - Sakura Card de Mini Game,Eeprom_v124,4194304,TDK,7,Cezar,256,66F7EDE5,08C959DF,[Table],0
1323,1323,Konjiki no Gashbell!! - Unare! Yuujou no Zakeru,Eeprom_v124,8388608,Banpresto,7,Eurasia,256,6A0F54D6,AFC38CEE,[Table],553
1324,1324,Bokujou Monogatari - Mineral Town no Nakamatachi for Girl,Sram_v113,16777216,Victor,7,Cezar,256,9DB8EC88,B0662C7B,[Table],394
1325,1325,Spy Muppets - License to Croak,None,8388608,TDK,1,Rising Sun,4307,7C2154AF,C86E46A9,[Table],0
1326,1326,Croket! 3 - Guranyuu Oukoku no Nazo,Sram_F_v103,16777216,Konami,7,Rising Sun,256,9462A073,FBC82721,[Table],0
1327,1327,Gegege no Kitarou - Kikiippatsu! Youkai Rettou,Sram_v112,16777216,Konami,7,WRG,256,10EC2AE6,F173A4AB,[Table],0
1328,1328,"King of Fighters EX2, The - Howling Blood",Eeprom_v122,8388608,Atlus,1,Mode 7,2,A6811BF8,72882562,[Table],265
1329,1329,Wagamama Fairy Mirumo de Pon! - 8 Nin no Toki no Yousei,Sram_F_v103,8388608,Konami,7,Rising Sun,256,D5EFFD6F,17F74704,[Table],0
1330,1330,Super Donkey Kong,Eeprom_v122,8388608,Nintendo,7,Rising Sun,256,508D015B,55129AF1,[Table],310
1331,1331,Finding Nemo,None,8388608,THQ,7,Rising Sun,256,0D147790,A5F6942A,[Table],307
1332,1332,Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu,Eeprom_v124,8388608,Sega,7,Rising Sun,256,004A0799,8FCA276D,[Table],395
1333,1333,Disney Sports - Snowboarding,Eeprom_v122,16777216,Konami,1,Supplex,2,507AAF7A,180BF668,[Table],312
1334,1334,Crash Bandicoot Advance 2 - Gurugurusaimin Dai Panic!,Eeprom_v124,8388608,Konami,7,Rising Sun,256,32C105BD,E3CB4D73,[Table],268
1335,1335,Max Payne,Eeprom_v124,16777216,Rockstar Games,1,Mode 7,2,FFB86532,A4FD303A,[Table],396
1336,1336,Tetris Advance,Eeprom_v124,4194304,Activision,7,Rising Sun,256,D279927D,EA702861,[Table],0
1337,1337,Ochaken no Heya,Eeprom_v124,8388608,MTO,7,Rising Sun,256,CC9652B0,3D7C49FC,[Table],0
1338,1338,Need for Speed - Underground,Eeprom_v124,8388608,Electronic Arts,16,Mode 7,195,9C3AF393,938C9CB8,[Table],0
1339,1339,Silvanian Family - Yousei no Stick to Fushigi no Ki - Marron-inu no Onna-no-ko,Eeprom_v122,8388608,Epoch,7,Rising Sun,256,7129C5E8,56ABD68E,[Table],0
1340,1340,Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game,Eeprom_v124,4194304,D3,7,Rising Sun,256,E5C1D3F4,108037A3,[Table],0
1341,1341,WanWan Meitantei,Eeprom_v124,8388608,Culture Brain,7,Rising Sun,256,4E7AD2A4,C1311433,[Table],0
1342,1342,Ashita no Joe - Makka ni Moeagare!,Sram_v113,16777216,Konami,7,Rising Sun,256,CFC39A19,C1F2DBC5,[Table],0
1343,1343,Sim City 2000,Eeprom_v124,4194304,Destination Software,1,GBANow,2,C172EF54,8199C6F6,[Table],381
1344,1344,LEGO Racers 2,Eeprom_v120,8388608,LEGO Media,0,Reptile-X,12507,F99CB6B0,F41F141E,[Table],82
1345,1345,Altered Beast - Guardian of the Realms,Eeprom_v122,8388608,Sega,0,TRaSHMaN,4291,2A56BB02,3592FC0E,[Table],249
1346,1346,Tekken Advance,Eeprom_v122,8388608,Namco,0,Reptile-X,2,042F614B,EADAAB03,[Table],104
1347,1347,Minna no Ouji-sama,Sram_F_v103,33554432,Konami,7,Rising Sun,256,EE8B80D2,75375E1D,[Table],0
1348,1348,Gekido Advance - Kintaro's Revenge,None,8388608,Destination Software,1,Ongaku,2,5B0507EC,BD08561C,[Table],222
1349,1349,ESPN International Winter Sports 2002,Eeprom_v122,4194304,Konami,0,Trashman,2,B2CA3660,9DF74B60,[Table],110
1350,1350,Godzilla - Kaijuu Dairantou Advance,None,4194304,Atari,7,GameArk,256,49C2AB9B,8F0B94B5,[Table],229
1351,1351,Sonic Battle,Flash512_v131,16777216,THQ,1,Rising Sun,4547,404F1E33,04E550F4,[Table],388
1352,1352,Hyokkori Hyoutanjima - Don Gabacho Daikatsuyaku no Maki,Eeprom_v124,4194304,MTO,7,Rising Sun,256,4F20F1F6,799375EB,[Table],0
1353,1353,Shining Soul,Flash512_v131,8388608,Atlus,1,Romar,2,5706A4CB,06355C6E,[Table],134
1354,1354,Freekstyle,None,8388608,Destination Software,0,Rising Sun,4291,B7CCFF4B,7DDF5629,[Table],342
1355,1355,Road Rash - Jailbreak,None,4194304,Destination Software,0,Rising Sun,4291,0A806EF0,1E261825,[Table],352
1356,1356,Baldur's Gate - Dark Alliance,Eeprom_v124,8388608,Destination Software,1,Hyperion,2,93A3D32E,808F1EAF,[Table],397
1357,1357,Gyakuten Saiban 3,Sram_v112,8388608,Capcom,7,Suxxors,256,FA33F78D,5771B51A,[Table],0
1358,1358,Tiny Toon Adventures - Wacky Stackers,None,4194304,Conspiracy,1,Romar,2,8579138C,1E0709DE,[Table],140
1359,1359,"Sims, The",Eeprom_v124,16777216,Electronic Arts,7,Rising Sun,256,48BC7A76,8C1DDFA2,[Table],389
1360,1360,Pocket Monsters - FireRed,Flash1M_v103,16777216,Nintendo,7,Independent,256,F033137E,4EA7D8F4,[Table],398
1361,1361,Super Bubble Pop,Eeprom_v122,4194304,Jaleco,0,Independent,14547,82EC94A6,6B489BF2,[Table],264
1362,1362,Pocket Monsters - LeafGreen,Flash1M_v103,16777216,Nintendo,7,Cezar,256,A832BA7F,BBF686A4,[Table],399
1363,1363,Scooby-Doo! - Mystery Mayhem,Eeprom_v122,4194304,THQ,0,FourX,67,A3D620A6,058ED786,[Table],347
1364,1364,Yu-Gi-Oh! The Sacred Cards,Sram_v112,16777216,Konami,0,Rising Sun,4291,25DCEFEF,1D4421B9,[Table],367
1365,1365,Brother Bear,Eeprom_v122,8388608,THQ,0,Rising Sun,12505,A5379F8B,AD9630E9,[Table],368
1366,1366,Yu-Gi-Oh! Duel Monsters Expert 3,Sram_v113,16777216,Konami,7,WRG,4547,5DFA208B,C120A469,[Table],402
1367,1367,SpongeBob SquarePants - Battle for Bikini Bottom,None,8388608,THQ,0,FourX,67,7F22E298,80BD1F7C,[Table],365
1368,1368,Baldur's Gate - Dark Alliance,Eeprom_v124,8388608,Ubi Soft,0,Cezar,4291,93A3D32E,69129087,[Table],397
1369,1369,Mr. Driller 2,Sram_F_v100,4194304,Namco,0,Advance Power,2,C5E0F89E,F2965318,[Table],5
1370,1370,Metroid - Zero Mission,Sram_v113,8388608,Nintendo,1,Trashman,2,07461A4C,EEADA55E,[Table],400
1371,1371,Puyo Pop,Eeprom_v122,8388608,Sega,0,Batman,258,1790F2F5,00DB62FA,[Table],112
1372,1372,Disney Principesse,None,8388608,THQ,6,independent,128,1DE554EE,AB87F53C,[Table],295
1373,1373,Corvette,Eeprom_v122,8388608,TDK,1,SP,4291,61961015,4F375881,[Table],0
1374,1374,Ozzy & Drix,None,8388608,Midway,1,Independent,2,0C677A62,AE9E28DB,[Table],0
1375,1375,Mermaid Melody - Pichipichi Pitch Pichipichi Party,Sram_v113,16777216,Konami,7,Rising Sun,256,22D3577B,44E22C3D,[Table],0
1376,1376,Jet Set Radio,Eeprom_v122,8388608,Sega,0,Rising Sun,2,D30D7F7F,5BCAE59E,[Table],326
1377,1377,Need for Speed - Porsche Unleashed,Eeprom_v124,4194304,Destination Software,0,Suxxors,4291,422FCF95,9556F1F3,[Table],401
1378,1378,Yu-Gi-Oh! World Championship Tournament 2004,Sram_v113,16777216,Konami,1,Rising sun,4547,F075E872,CF308516,[Table],402
1379,1379,CT Special Forces,None,4194304,LSP,1,RMR,4307,74186614,A1C726FD,[Table],165
1380,1380,Bruce Lee - Return of the Legend,Eeprom_v122,8388608,Vivendi,1,Independent,2,97A8AB12,E944F2B6,[Table],287
1381,1381,Famicom Mini Vol. 03 - Ice Climber,Eeprom_v124,4194304,Nintendo,7,Rising Sun,256,2757E7D0,861D46EA,[Table],403
1382,1382,Famicom Mini Vol. 07 - Xevious,Eeprom_v124,4194304,Nintendo,7,Rising Sun,256,CF57B7CE,8A7248ED,[Table],404
1383,1383,Famicom Mini Vol. 01 - Super Mario Bros.,Eeprom_v124,4194304,Nintendo,7,AKSM,256,BB6A7831,B9121897,[Table],405
1384,1384,Pitfall - The Lost Expedition,Eeprom_v120,8388608,Activision,0,Menace,2,C390FC1C,B6B1B6CB,[Table],406
1385,1385,Famicom Mini Vol. 02 - Donkey Kong,Eeprom_v124,4194304,Nintendo,7,Rising Sun,256,743D13EE,BCA903B5,[Table],407
1386,1386,Famicom Mini Vol. 05 - The Hyrule Fantasy - Zelda no Densetsu 1,Eeprom_v122,4194304,Nintendo,7,Rising Sun,256,15350557,87BAD8C7,[Table],408
1387,1387,Famicom Mini Vol. 08 - Mappy,Eeprom_v124,4194304,Nintendo,7,Rising Sun,256,F39A856B,1375C739,[Table],0
1388,1388,Chessmaster,Eeprom_v122,4194304,Ubi Soft,2,Rising Sun,64,B18ACD0A,E0840C4A,[Table],133
1389,1389,Harvest Moon - Friends of Mineral Town,Sram_v113,8388608,Natsume,2,Rising Sun,64,755C91D4,48091EB5,[Table],300
1390,1390,Famicom Mini Vol. 10 - Star Soldier,Eeprom_v122,4194304,Nintendo,7,Rising Sun,256,949D9B57,2E0BB4D7,[Table],0
1391,1391,Famicom Mini Vol. 04 - Excitebike,None,4194304,Nintendo,7,Independent,256,1D9ECC21,5FE4772A,[Table],409
1392,1392,Famicom Mini Vol. 09 - Bomberman,Eeprom_v122,4194304,Nintendo,7,Rising Sun,256,526EF01B,25EC6A40,[Table],410
1393,1393,Famicom Mini Vol. 06 - Pac-Man,Eeprom_v124,4194304,Nintendo,7,Rising Sun,256,110DDFC7,6CCDAD1A,[Table],411
1394,1394,Peter Pan - The Motion Picture Event,None,4194304,Atari,0,Rising Sun,4291,EDE20BF0,7F5CC020,[Table],393
1395,1395,Pitfall - L'Expedition Perdue,Eeprom_v120,8388608,Activision,5,Rising Sun,1,74535FC3,501AB793,[Table],406
1396,1396,Finding Nemo,None,8388608,THQ,0,Independent,4224,E578C5F7,8E4C8439,[Table],307
1397,1397,Gakuen Senki Muryou,Eeprom_v124,8388608,MTO,7,Rising Sun,256,BD9B99C3,F2DD4554,[Table],0
1398,1398,Banjo-Kazooie - La Vendetta di Grunty,Eeprom_v122,8388608,THQ,6,TrAsHMan,128,8D187F08,1E3E92C7,[Table],348
1399,1399,"Monsters, Inc.",None,4194304,THQ,0,Rising Sun,4114,5AE14CD0,6A576B6F,[Table],64
1400,1400,Downtown - Nekketsu Monogatari EX,Eeprom_v124,4194304,Atlus,7,Eurasia,256,9768EB70,75127C45,[Table],412
1401,1401,Atari Anniversary Advance,None,4194304,Atari,0,SP,2,4B5D947B,919E1377,[Table],135
1402,1402,Snood,None,4194304,Zoo Digital,0,SP,4291,A804A810,281CB5EC,[Table],58
1403,1403,Megaman - Battle Chip Challenge,Sram_v113,8388608,Capcom,1,Venom,2,FD38F590,B33A13FB,[Table],337
1404,1404,Taiketsu! Ultra Hero,Eeprom_v124,8388608,Jordan,7,Eurasia,256,2077690F,4CE37C26,[Table],0
1405,1405,Personal Data Assistant for Game Boy Advance,None,1048576,Nintendo,1,Independent,2,007EF260,B44C354B,[Table],0
1406,1406,Guilty Gear X - Advance Edition,Flash_v124,8388608,Sammy,1,Suxxors,2,490C093E,4E0A7F37,[Table],109
1407,1407,Shining Soul II,Flash512_v131,16777216,Sega,0,Menace,4291,BC4C6C60,63713C03,[Table],333
1408,1408,Tom Clancy's Splinter Cell - Pandora Tomorrow,Eeprom_v124,8388608,Ubi Soft,0,Rising Sun,4307,B3EE1FF9,737A04AE,[Table],413
1409,1409,One Piece - Going Baseball,Eeprom_v124,8388608,Bandai,7,Eurasia,256,C1CE513D,7A30A52C,[Table],414
1410,1410,Aladdin,Eeprom_v122,4194304,Capcom,0,Cezar,4163,3D2338E1,17E9B92D,[Table],334
1411,1411,Pop Idol,None,16777216,Codemasters,0,Evlstar,2,C43BC3B4,750CAFD6,[Table],382
1412,1412,Sabre Wulf,Eeprom_v124,8388608,THQ,0,Rising Sun,67,51BADCFC,487A1BE9,[Table],415
1413,1413,Tak and the Power of Juju,Eeprom_v122,8388608,THQ,0,Rising Sun,67,F86ED69C,ADE66F18,[Table],358
1414,1414,Dr. Seuss' The Cat in the Hat,Eeprom_v124,4194304,Vivendi,0,Rising Sun,4291,0E52727F,5565564E,[Table],369
1415,1415,Sword of Mana,Flash512_v131,16777216,Nintendo,0,Rising Sun,65,A8D14178,A9EB5096,[Table],340
1416,1416,Yu-Gi-Oh! Sugoroku no Sugoroku,Sram_F_v103,8388608,Konami,7,Cezar,256,A63B75FF,B7639A0E,[Table],471
1417,1417,Scooby-Doo 2 - Monsters Unleashed,None,8388608,THQ,16,Hyperion,2,6BD874D9,FAB5B2A4,[Table],416
1418,1418,R-Type III - The Third Lightning,None,4194304,Destination Software,1,Independent,2,3DDADDA1,C779AA79,[Table],417
1419,1419,Megaman - Battle Chip Challenge,Sram_v113,8388608,Capcom,0,Rising Sun,2,7D9F1256,DDD927FF,[Table],337
1420,1420,Dragon Ball Z - Taiketsu,Eeprom_v124,8388608,Atari,0,Rising Sun,4291,62EC74D4,6413CA57,[Table],385
1421,1421,Max Payne Advance,Eeprom_v124,16777216,Rockstar Games,0,Rising Sun,67,897ACBFA,4A5A58A1,[Table],396
1422,1422,Sword of Mana,Flash512_v131,16777216,Nintendo,0,Rising Sun,4224,05264AE0,8C4105B3,[Table],340
1423,1423,Magical Quest 3 Starring Mickey & Donald,Eeprom_v124,8388608,Capcom,0,Rising Sun,67,5E1E552C,A6C1E529,[Table],375
1424,1424,Wade Hixton's Counter Punch,Eeprom_v122,8388608,Destination Software,16,independent,2,9675569A,CF3EB977,[Table],0
1425,1425,Tantei Gakuen Q - Kyukyoku Trick ni Idome,Sram_v113,16777216,Konami,7,Rising Sun,256,D2DB55B7,A5C43F5E,[Table],0
1426,1426,Mermaid Melody - Pichi Pichi Picchi Pichi Pichitto Live Start,Sram_v112,33554432,Konami,7,Rising Sun,256,D47B8A04,C2ED2ED3,[Table],0
1427,1427,Dragon Ball Z - Bukuu Tougeki,Eeprom_v124,16777216,Banpresto,7,Eurasia,256,50C572F0,2AFC9159,[Table],418
1428,1428,Double Dragon Advance,None,4194304,Atlus,7,Rising Sun,2,5DFD95D8,4F5845E1,[Table],374
1429,1429,Simple 2960 Tomodachi Series Vol. 3 - The Itsudemo Puzzle,Eeprom_v124,4194304,D3,7,Rising Sun,256,3BCB507A,4BD9357A,[Table],0
1430,1430,Hagane no Renkinjutsushi - Meisou no Rondo,Eeprom_v124,8388608,Bandai,7,Cezar,256,5DFED14C,05CCC62A,[Table],0
1431,1431,Franklin the Turtle,Eeprom_v124,4194304,The Game Factory,0,Cezar,8939,46684E83,434B0985,[Table],560
1432,1432,Harvest Moon - Friends of Mineral Town,Sram_v113,8388608,Natsume,0,GBA,2,32F5A877,6850568D,[Table],300
1433,1433,"Powerpuff Girls, The - Mojo Jojo A-Go-Go",Eeprom_v122,4194304,BAM!,0,GBA,4307,6898219B,9CFD8CBA,[Table],79
1434,1434,Dexter's Laboratory - Deesaster Strikes!,Eeprom_v122,4194304,BAM!,0,GBA,4291,3C3FF308,3614A97C,[Table],54
1435,1435,Yu-Gi-Oh! World Championship Tournament 2004,Sram_v113,16777216,Konami,0,GBA,4547,84CB575B,24C86574,[Table],402
1436,1436,"Jungle Book, The",None,8388608,Ubi Soft,1,Psychosis,4307,8A0B2A61,6E8852CB,[Table],554
1437,1437,Street Jam Basketball,Eeprom_v122,4194304,Destination Software,16,Rising Sun,2,D5A04269,92FFCA14,[Table],0
1438,1438,Duel Masters 2 - Invisible Advance,Sram_v113,8388608,Takara,7,Rising Sun,256,4EF911B1,5D29E1F0,[Table],0
1439,1439,Liliput Oukoku,Eeprom_v124,8388608,Sega,7,Rising Sun,256,D4F493AE,F057FFC6,[Table],0
1440,1440,Boboboubo Boubobo - 9 Kyoku Senshi Gag Yuugou,Sram_v113,16777216,Hudson,7,Rising Sun,256,BB7F7A1A,99B0C7F8,[Table],0
1441,1441,Digimon Racing,Eeprom_v124,8388608,Bandai,7,Eurasia,256,CAB161C3,BC0D75D9,[Table],419
1442,1442,Animal Snap - Rescue Them 2 by 2,None,4194304,Asmik,1,Romar,2,60AE641D,728D4FBB,[Table],288
1443,1443,David Beckham Soccer,Eeprom_v122,4194304,Majesco Sales,1,Romar,4098,2564EEA2,4684CBBF,[Table],81
1444,1444,Antz - Extreme Racing,None,4194304,LSP,1,Romar,2,86FC26EE,D705C829,[Table],177
1445,1445,CT Special Forces 3 - Bioterror,None,8388608,LSP,0,Rising Sun,4307,453D1C95,9F0E9A90,[Table],0
1446,1446,Demon Driver - Time to Burn Rubber!,None,4194304,Asmik,1,Trashman,2,E260840A,8731569D,[Table],275
1447,1447,Mission Impossible - Operation Surma,Eeprom_v122,4194304,Atari,1,Trashman,4099,D2C699A1,A13DF604,[Table],386
1448,1448,Home on the Range,None,8388608,Ubi Soft,1,Mode 7,3,E6F674E8,22996819,[Table],420
1449,1449,"Sound of Thunder, A",None,8388608,BAM!,0,Rising Sun,4291,8903BF8E,D21C7AD4,[Table],421
1450,1450,Ice Nine,Eeprom_v120,8388608,BAM!,16,Rising Sun,4291,DEC46546,7BC6A5CC,[Table],0
1451,1451,Scooby-Doo 2 - Monsters Unleashed,None,8388608,THQ,0,Rising Sun,4291,70240F5C,3E35CF3D,[Table],416
1452,1452,Metroid - Zero Mission,Sram_v113,8388608,Nintendo,0,Rising Sun,4291,228969EC,5D74E036,[Table],400
1453,1453,Pikapika Nurse Monogatari - Nurse Ikusei Game,Eeprom_v124,4194304,TDK,7,Rising Sun,256,5668797F,DD748147,[Table],0
1454,1454,Hoshi no Kirby - Kagami no Daimeikyuu,Sram_v113,16777216,Nintendo,7,Eurasia,256,12F602AB,1566C0A3,[Table],422
1455,1455,FightBox,Eeprom_v122,4194304,BBC Worldwide,0,Trashman,2,15D345B4,06D47E58,[Table],0
1456,1456,Book Worm,Eeprom_v122,4194304,Majesco Sales,1,Rising Sun,2,D3158012,9E38CEB1,[Table],0
1457,1457,Rockman Zero 3,Sram_v113,8388608,Capcom,7,Eurasia,256,0823776C,CE9065C2,[Table],423
1458,1458,Mario Golf - GBA Tour,Sram_v113,16777216,Nintendo,7,Eurasia,256,96D421D8,A3DB2C20,[Table],424
1459,1459,Shifting Gears Road Trip,Sram_F_v102,4194304,Conspiracy,1,Rising Sun,2,90183845,CC4BDEBC,[Table],252
1460,1460,Shining Soul II,Flash512_v131,16777216,Atlus,1,Independent,2,F8347B86,B5506CD7,[Table],333
1461,1461,Cardcaptor Sakura - Card Friends,Eeprom_v124,16777216,MTO,7,Cezar,256,5698EE3F,3FFBFB16,[Table],0
1462,1462,Zettaizetsumei Dangerous Jiisan - Naki no Ikkai Zettai Fukujuu Violence Kouchou,Sram_v113,8388608,Kids Station,7,Rising Sun,256,C82DCD9C,B70D4B88,[Table],0
1463,1463,Uchuu no Stellvia,Sram_v113,8388608,King Records,7,Rising Sun,256,AB664B21,063DE35B,[Table],0
1464,1464,Pia Carrot he Youkoso!! 3.3,Eeprom_v124,8388608,Dreamsoft,7,Rising Sun,256,DEFB55B1,4856A339,[Table],0
1465,1465,Serious Sam Advance,None,8388608,Gotham Games,1,Rising Sun,67,EBD05BC4,7023A551,[Table],425
1466,1466,Ten Pin Alley 2,None,4194304,XS Games,1,Rising Sun,2,9700E463,39201A79,[Table],0
1467,1467,Digimon Racing,Eeprom_v124,8388608,Bandai,0,Rising Sun,4291,075598A9,7564297A,[Table],419
1468,1468,Super Collapse! II,None,4194304,Majesco Sales,1,Independent,2,2F2F4705,34B68A98,[Table],0
1469,1469,Naruto - Saikyou Ninja Daikesshuu 2,Sram_v113,8388608,Tomy,7,Eurasia,256,19111E4C,122B9987,[Table],643
1470,1470,Shining Force - Resurrection of the Dark Dragon,Sram_v113,16777216,Sega,0,Eternity,4291,666FD948,F8A0E9C9,[Table],426
1471,1471,"Lord of the Rings, The - Ou no Kikan",Eeprom_v122,16777216,Electronic Arts,7,Rising Sun,256,26825B5A,3A6A4834,[Table],366
1472,1472,Shiren Monsters Netsal,Sram_F_v102,16777216,ChunSoft,7,Rising Sun,256,57ED6184,51F02EAE,[Table],0
1473,1473,Tennis no Ouji-sama 2004 - Stylish Silver,Sram_F_v103,33554432,Konami,7,Rising Sun,256,EA02F41F,CDFF6B61,[Table],0
1474,1474,Tennis no Ouji-sama 2004 - Glorious Gold,Sram_F_v103,33554432,Konami,7,Rising Sun,256,EC8665AA,AE6D4692,[Table],0
1475,1475,Pyuu to Fuku! Jaguar - Byoo to Deru! Megane-kun,Sram_v113,8388608,Konami,7,Eurasia,256,23821A41,17B53109,[Table],0
1476,1476,One Piece - Ilgop Seomui Daebomul,Sram_v113,8388608,Dai Won,22,Project G,65536,A19BAA68,DD33A82D,[Table],555
1477,1477,Shrek 2,Eeprom_v124,8388608,Activision,16,Dagger,2,4CB01D70,EA2468E8,[Table],427
1478,1478,Van Helsing,None,4194304,Vivendi,1,Dagger,2,26C05908,7A054C0F,[Table],428
1479,1479,Crayon Shin-chan - Arashi wo Yobu Cinema Land no Daibouken!,Eeprom_v124,16777216,Banpresto,7,Trashman,256,DB0C021D,F6CDF0B5,[Table],604
1480,1480,Serious Sam Advance,None,8388608,Gotham Games,0,GBA,67,782856DE,2762FDF5,[Table],425
1481,1481,Koutetsu Teikoku from HOT-B,Eeprom_v124,4194304,Starfish,7,Eurasia,256,80667774,229D0A10,[Table],429
1482,1482,Kidou Senshi Gundam Seed - Tomo to Kimi to koko de.,Eeprom_v124,8388608,Bandai,7,Eurasia,256,09DE0B01,FAC70EBB,[Table],0
1483,1483,Boktai - The Sun is in Your Hand,Eeprom_v122,16777216,Konami,0,Rising Sun,4291,281BCC5F,3F2ABFF0,[Table],331
1484,1484,Van Helsing,None,4194304,Vivendi,0,Rising Sun,4291,36ED6FD1,9D9FE10C,[Table],428
1485,1485,Game Boy Advance Video - SpongeBob SquarePants - Volume 1,None,33554432,Majesco Sales,1,Trashman,2,D75CBBB4,06383DAD,[Table],0
1486,1486,Game Boy Advance Video - SpongeBob SquarePants - Volume 2,None,33554432,Majesco Sales,1,Dagger,2,D75CBBB4,A6CEEBC7,[Table],0
1487,1487,"Game Boy Advance Video - Fairly Odd Parents!, The - Volume 2",None,33554432,Majesco Sales,1,Dagger,2,92A8E673,0B2490DE,[Table],0
1488,1488,007 - Everything or Nothing,Eeprom_v122,8388608,Electronic Arts,7,Rising Sun,256,407678E4,EEF600E7,[Table],376
1489,1489,Mario vs. Donkey Kong,Flash512_v131,16777216,Nintendo,1,Venom,2,6BCAD6BC,7DAE1BE1,[Table],430
1490,1490,Sonic Advance 3,Flash512_v131,16777216,THQ,1,Venom,4547,369AF99A,4A948BB3,[Table],431
1491,1491,Gadget Racers,Sram_F_v102,8388608,Zoo Digital,0,Independent,67,312552B0,6A5CE138,[Table],252
1492,1492,Famicom Mini Vol. 19 - Twin Bee,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,9C9F3BFB,DAFC85AA,[Table],0
1493,1493,Famicom Mini Vol. 13 - Balloon Fight,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,F425C73D,DD958B9F,[Table],0
1494,1494,Famicom Mini Vol. 18 - Makaimura,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,B2416706,97006CD2,[Table],0
1495,1495,Famicom Mini Vol. 16 - Dig Dug,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,895543DB,285216A6,[Table],0
1496,1496,Famicom Mini Vol. 11 - Mario Bros.,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,DBC9BDBE,68EC9766,[Table],0
1497,1497,Famicom Mini Vol. 17 - Takahashi Meijin no Bouken Shima,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,8E4C7DB4,804599F1,[Table],0
1498,1498,Famicom Mini Vol. 20 - Ganbare Goemon! Karakuri Douchuu,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,90DCDCA3,4C1EE110,[Table],0
1499,1499,Famicom Mini Vol. 14 - Wrecking Crew,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,306076AD,53B2BB34,[Table],0
1500,1500,Famicom Mini Vol. 15 - Dr. Mario,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,6625704A,8B1E8C3E,[Table],432
1501,1501,Famicom Mini Vol. 12 - Clu Clu Land,Eeprom_v124,4194304,Nintendo,7,Hyperion,256,8C8A3C4B,32A38B4F,[Table],0
1502,1502,River City Ransom EX,Eeprom_v124,4194304,Atlus,1,Venom,2,41B5B4D0,48D3D485,[Table],412
1503,1503,Harry Potter and the Prisoner of Azkaban,Eeprom_v124,16777216,Electronic Arts,16,Venom,12507,A3731392,E0E75001,[Table],433
1504,1504,Tokyo Majin Gakuen - Fuju Houroku,Sram_v113,16777216,Victor,7,Supplex,256,81682483,C91C6A9A,[Table],0
1505,1505,Game Boy Advance Video - Dora the Explorer - Volume 1,None,33554432,Majesco Sales,1,Independent,2,205A9019,B771298D,[Table],0
1506,1506,Mighty Beanz - Pocket Puzzles,Eeprom_v124,4194304,Majesco Sales,1,Rising Sun,2,0BFD9AC7,28CB499F,[Table],0
